date,open,high,low,close,volume,log_return,rvol_5d,rvol_21d,rvol_63d
2021-06-02,392.6184525081131,393.4216927574089,391.6097633493774,392.5810852050781,49097100,0.0015714959445811744,0.018909996261227552,0.13702890700225995,
2021-06-03,390.26477509890356,392.2634837583409,388.79841505022597,391.1240234375,58138800,-0.0037183972143232814,0.035883647216717475,0.13583030819342976,
2021-06-04,392.9732978416649,395.0000532381176,391.1893871156072,394.701171875,55938800,0.009104246509664694,0.07562808503238319,0.13916533412933754,
2021-06-07,394.69182475887226,394.8692837876168,393.3842544177777,394.3182373046875,51555000,-0.0009706595197111941,0.07764276379648496,0.13678064373285187,
2021-06-08,395.17750652833854,395.2709105225555,392.5717146579376,394.4023132324219,47134300,0.00021319573325577474,0.07633117590388594,0.13446156825325073,
2021-06-09,395.242896577049,395.3176311744139,393.5897570222941,393.81390380859375,48436300,-0.001493015546771587,0.07856053253234989,0.1296666821199321,
2021-06-10,395.0374175201594,396.59718157596666,393.72049815041606,395.6445007324219,51020100,0.0046376102762350655,0.07152391167436263,0.12576357666978819,
2021-06-11,396.1955848814836,396.410382721431,394.90668383020704,396.2983093261719,45570800,0.001651151406353639,0.03903718117422355,0.09537790592834308,
2021-06-14,396.41041653956006,397.28836288118606,395.16823163226826,397.1856384277344,42358500,0.002236540446598713,0.036382581823678484,0.08852967913318122,
2021-06-15,397.33503853707737,397.3723773329353,395.5791460332352,396.45709228515625,51508500,-0.001835955447026363,0.043063022115502066,0.07425557665888449,
2021-06-16,396.59712415530663,396.8212709082069,392.1980731122802,394.24346923828125,80386100,-0.005599158361044152,0.06335870275337001,0.07674839503877255,
2021-06-17,393.83254848858195,395.0934024940287,391.63768315967735,394.11273193359375,90949700,-0.0003316706475871061,0.04991659071722645,0.06891751194949573,
2021-06-18,390.8293780050055,391.5227773326563,388.5898708974102,388.7960205078125,118676300,-0.013582152817315025,0.09761581918113074,0.08503788966779789,
2021-06-21,390.5576558078238,394.5494491775668,389.74243684552914,394.3620300292969,72822000,0.014214508134281196,0.1609479419531797,0.09095028162667346,
2021-06-22,394.352679752593,397.3043454678535,393.6311417670724,396.4703674316406,57700300,0.005331957578048244,0.16770297063434925,0.09206729084695567,
2021-06-23,396.5453725429614,397.3512120232172,395.9081931498081,395.9925231933594,49445400,-0.0012059726754344495,0.16122635496089552,0.08620471412378242,
2021-06-24,398.13840443183886,398.7568248363498,397.88538567020413,398.3351745605469,45110300,0.005898467763165639,0.16430109296456807,0.08750248217173236,
2021-06-25,399.0846801731096,400.1997582443463,398.75671098813206,399.7499694824219,58129500,0.0035454773578506866,0.08870701206019721,0.0879058630099524,
2021-06-28,400.274777553691,400.72453776466034,399.07536933086004,400.5558776855469,53159600,0.002014001218127651,0.04540975859229982,0.08795479494940872,
2021-06-29,400.9400223650543,401.577201657203,400.23724351738144,400.7713623046875,35970500,0.0005378192917472981,0.04338580675288577,0.08793394025414712,
2021-06-30,400.3121542439923,401.78331134871314,400.28404423672373,401.108642578125,64827900,0.0008412238521316193,0.03501199986845286,0.08766770235563585,
2021-07-01,401.8677508401516,403.4888379572731,401.80215127327483,403.32952880859375,53441000,0.005521597437814592,0.03278445447098801,0.0889943020314123,
2021-07-02,404.49140558885847,406.76840218909126,403.41378848033645,406.4123229980469,57697700,0.007614300970050232,0.049490249079145475,0.08962089683310298,
2021-07-06,406.4686382569822,406.68416744841574,402.936012721127,405.6721496582031,68710400,-0.0018228979120518227,0.061771974952357346,0.08637438857317073,
2021-07-07,406.35615449938257,407.38690265779184,404.3415272693066,407.10577392578125,63549500,0.003527718243181724,0.05926762085956108,0.08628633555588482,
2021-07-08,401.78332881021294,404.5476035617082,400.602651261336,403.7886047363281,97595200,-0.008181553061388118,0.10111895890093427,0.09256020670178292,
2021-07-09,405.2973236629894,408.3989192878367,403.5919064673389,408.09906005859375,76238600,0.010618453783649333,0.11926866826954288,0.09762237571435037,
2021-07-12,408.01468314938586,409.8138097220538,407.58365342944904,409.560791015625,52889600,0.003575404888188731,0.11121501593438007,0.09728796195994348,
2021-07-13,408.77374227084334,410.27300986948524,407.9023031665115,408.1646728515625,52911300,-0.003414641177969328,0.11476769644385552,0.09885472575706844,0.11003189366007904
2021-07-14,409.8606497735151,410.3479281135863,407.52743297051677,408.773681640625,64130400,0.0014909543627857995,0.11309187302843031,0.09880942564487147,0.10968536778453851
2021-07-15,407.4336919439351,408.1083607813638,405.4752849871555,407.3774719238281,55126400,-0.0034214521972808017,0.0923809641888529,0.09960691515348487,0.10823122669228458
2021-07-16,408.5582340881167,408.60507458251783,403.7887107543716,404.1822509765625,75874700,-0.007874312553975586,0.07177658576877488,0.10187669317611384,0.10946049764990251
2021-07-19,399.35650617263855,404.24784908958907,395.40220190953943,398.21331787109375,147987000,-0.014878056265545595,0.09755282958541159,0.11607844959119458,0.11323928596347405
2021-07-20,398.87858854389634,405.19424821912867,398.0821000063619,403.91986083984375,99608200,0.014228657774678551,0.17351338922295262,0.11353963650961517,0.11542403287341285
2021-07-21,405.1192467876088,407.33067265477706,403.8729980876093,407.1900939941406,64724400,0.008063643787483954,0.18775112485859594,0.10688145381650464,0.11504252006627116
2021-07-22,407.36814723384765,408.28645534613815,406.3842681533673,408.0428161621094,47878500,0.002091972657947517,0.18693574987188735,0.10601288097700223,0.11328855065319722
2021-07-23,409.973137588627,412.57810387739073,409.2891176794418,412.24078369140625,63766600,0.010235494602380527,0.18100215710122378,0.10984939084490115,0.11309956090999883
2021-07-26,411.65044900738826,413.26215663692216,411.6036085131249,413.2527770996094,43719200,0.002451851748440964,0.08239822273426212,0.10891943972423287,0.11311739465611365
2021-07-27,412.21268332890685,412.2407933450638,408.5394791728748,411.3693542480469,67397100,-0.004567973754238333,0.09196498740738152,0.11084418083910572,0.1136283868355643
2021-07-28,411.9971110612924,412.57807039855686,409.77633422865034,411.20062255859375,52472400,-0.00041025492438893197,0.08584561029346519,0.11098320200401839,0.11363364705129451
2021-07-29,412.12830695326727,413.9836250033735,412.11892741688575,412.9060363769531,47435300,0.004138824105657736,0.08726170197271826,0.1113927563343983,0.11328337681556268
2021-07-30,410.3385280234811,412.35315505498323,410.2073289089117,410.9007568359375,68951200,-0.004868334464041335,0.06436357111443342,0.1135027357268875,0.11287720322279438
2021-08-02,412.6155215961337,413.1683708687938,409.6825865730587,410.0386657714844,58783300,-0.0021002557743192334,0.05837166656883062,0.11287181711007041,0.11299631729791633
2021-08-03,410.83517582420905,413.49636182074306,408.6425090931806,413.3745422363281,58053900,0.008102601908751705,0.08184734770446903,0.11325606740168723,0.11303352840230856
2021-08-04,412.09080591322396,413.346434118997,411.10692688961086,411.3411865234375,46732200,-0.004931056270958521,0.09228597421462846,0.11466907943205702,0.11364762357555354
2021-08-05,412.50318041278376,414.03055807936875,412.18459068419423,413.94622802734375,38969700,0.006313073748473264,0.09934831164068521,0.11594535357336115,0.11328133026416914
2021-08-06,414.2647578157139,415.0518667835452,413.983629086822,414.63018798828125,46930000,0.0016509282742429659,0.08717681962623422,0.1112638181427875,0.11255425158647839
2021-08-09,414.60208735027624,414.920677039973,413.5244986888596,414.2928771972656,41222600,-0.0008138531156892243,0.0839635492906037,0.10607723899211137,0.11047098893734295
2021-08-10,414.74262797604996,415.52038600343246,414.05860812109773,414.8082275390625,43339300,0.001243154556718893,0.06482659003210091,0.10559201927785282,0.10862002154488369
2021-08-11,415.87638724779043,415.93260726378765,414.7519297355611,415.8388977050781,44034300,0.0024816090097251357,0.04146703858943287,0.10473499695661802,0.09847057971982145
2021-08-12,415.68899640806853,417.2257532062454,414.78944749477773,417.0851745605469,38909400,0.0029925363596256167,0.02332161179632166,0.10497299524339729,0.0962098180937492
2021-08-13,417.5350605392358,417.8630297953268,417.0478107219428,417.84429931640625,39470300,0.0018184169772179027,0.02341510293990106,0.10378079354410114,0.0919839785706537
2021-08-16,416.5417789840265,418.95932605512974,414.9862914344037,418.8281555175781,73740000,0.0023518323065917952,0.010616653007339535,0.0984115433584747,0.09170880794100247
2021-08-17,416.2700321700211,416.94470112800127,413.0934860818038,416.0826416015625,92673900,-0.006576807538668187,0.06415137480848093,0.08393342911831568,0.09089163639004715
2021-08-18,415.07066120484444,416.63552844125934,411.28504538533383,411.5286560058594,89351900,-0.011005242610658843,0.10054047124584105,0.08346914198986304,0.0938386529065232
2021-08-19,408.80186698816766,413.36526951849856,408.66131690114867,412.16583251953125,92812200,0.0015471188641964378,0.0963802801644965,0.07936265481194865,0.0917998571226949
2021-08-20,412.512527670003,415.7734038110684,412.02524927934286,415.4454345703125,72008700,0.007925506450093277,0.11997550726703715,0.08324242035758497,0.09277010161272853
2021-08-23,417.132066923601,420.00878201499984,415.52035954108516,419.099853515625,54973000,0.008757924478538475,0.13888927140533208,0.08127891136635364,0.0922616567236843
2021-08-24,419.76519775390625,420.2993166380276,419.2498379439889,419.76519775390625,38744700,0.0015862965724784896,0.12550184023351835,0.08111048976468002,0.09202164789287617
2021-08-25,419.952627156467,421.1613864338086,419.57778881704434,420.6460266113281,40529700,0.0020961861393914635,0.0576654498582543,0.07886489409213823,0.09202614536224846
2021-08-26,420.36482888327043,420.59908850889707,418.06910170981706,418.1628112792969,57829600,-0.005920830764302422,0.09383075686030823,0.0823923777341084,0.09309899507363721
2021-08-27,418.96867606210947,422.27642103261843,418.9124560362428,421.901611328125,77235100,0.008901280983883394,0.09732123551877336,0.08637962994965313,0.09440867445377514
2021-08-30,422.5763411373124,424.5441281146891,422.3327019260115,423.75701904296875,48357400,0.004388084329557091,0.08549776974783374,0.08434823970277987,0.09453502720435501
2021-08-31,423.6632998149096,424.0006200110499,422.5294910274589,423.1291809082031,59300200,-0.0014826980291363866,0.08958701434250899,0.0840457357541641,0.09468844561219758
2021-09-01,424.0661623524176,424.58152211457764,423.11974426960506,423.35400390625,48721400,0.0005311930759325096,0.0897258128198339,0.08056770784244828,0.09417322577113596
2021-09-02,424.77831372503533,425.4623335511139,423.45708596482183,424.656494140625,42501000,0.003071875316665472,0.06295652199813463,0.07769275827964252,0.09289424592958759
2021-09-03,423.52271669627993,425.068824666954,423.11976836523195,424.5534362792969,47170500,-0.0002427146884236247,0.03837830328809637,0.07589183163627868,0.09283773835213499
2021-09-07,424.20666793345083,424.30037749751193,422.36070104640845,423.0353698730469,51671500,-0.0035820860739692074,0.039067267029639516,0.07764893965113523,0.0933062948672806
2021-09-08,422.5012890564802,423.23217791852863,420.59907351191805,422.52001953125,56181900,-0.0012189630911629298,0.038624006561062706,0.07777783562995992,0.09327679601685157
2021-09-09,422.3232551840981,424.0755125696742,420.467908695529,420.7115478515625,57970400,-0.004289389824715822,0.04653335445828206,0.07983688181263304,0.09361532054063959
2021-09-10,422.6419229191683,423.0635731561892,417.27268113189905,417.3945007324219,89948200,-0.007915619853650666,0.04757586772779577,0.08483665959587806,0.09527510269318855
2021-09-13,420.39303344599693,420.655403124016,416.1482209113753,418.46270751953125,83738600,0.0025559565870951293,0.061555918138126595,0.08466746063773485,0.09529650034312347
2021-09-14,419.9056916877061,420.11184130334044,415.31420871709963,416.20440673828125,78197100,-0.005411274155361035,0.06416596896374897,0.08656276494020672,0.09596868606416359
2021-09-15,416.62609222178327,420.17747647552517,415.52039355154807,419.68084716796875,78792200,0.008318032787152502,0.10558894848259996,0.09111534617724791,0.09624967768515348
2021-09-16,419.15617509145136,420.13067478961625,416.06393009875643,419.015625,77786700,-0.0015863243248123845,0.1025457759980056,0.08809985899134631,0.09635248927914153
2021-09-17,418.2428908298914,418.6658919018536,414.5767094129711,414.9339294433594,118425000,-0.009788909000818016,0.11122131040711408,0.08620764295721503,0.0943003531428645
2021-09-20,408.8047977762208,410.38405885600616,403.14573587535295,408.0151672363281,166445500,-0.016814953083425562,0.14885325178797637,0.10461087408389398,0.09705107600271279
2021-09-21,410.3558724154265,411.6531328768098,407.1033403647797,407.6297607421875,92526100,-0.0009450350504340796,0.15153577369821172,0.10004141624329148,0.09660234065210568
2021-09-22,409.90460825882724,413.64597940866713,407.74252679645014,411.6060791015625,102350100,0.009707460029356636,0.15888830135495496,0.10124379903733326,0.09829723911416387
2021-09-23,413.4768249344985,418.21463714747955,413.2418148065021,416.6071472167969,76396000,0.012076911454021417,0.1965010003061194,0.11053249841072556,0.10040149135944995
2021-09-24,414.971434039035,418.00777484083244,414.7552144207099,417.2933349609375,62094800,0.001645730908376241,0.1809973593760401,0.11041735017338065,0.10025535616757501
2021-09-27,416.25940022123115,417.4250414535586,415.40395978249387,416.099609375,61371100,-0.002864738441648781,0.10497100311768957,0.10898362439247036,0.10046645433775164
2021-09-28,413.3263673075447,413.65538718631905,406.98109458395635,407.7143249511719,130436300,-0.020357931994023838,0.20475015638789326,0.12415225536205127,0.10886382340312353
2021-09-29,409.09628617290355,410.8353670849182,407.8366351647438,408.4006652832031,82329200,0.0016819700705170476,0.18813417663779775,0.12284682067815986,0.1088946531984251
2021-09-30,409.8764821735044,410.58151260645667,403.0705975741562,403.4090270996094,140506000,-0.012297712478539929,0.15311897938068728,0.12814042966115358,0.11121940987478424
2021-10-01,405.138703737529,409.88589724112427,401.613551525623,408.2032165527344,129240100,0.011814127380039894,0.1975203865856958,0.1369118451490776,0.11269498979500658
2021-10-04,407.0375892196289,407.9400201839394,400.79570572105376,402.93902587890625,128570000,-0.012979880238731126,0.20544619951973608,0.1410396850480334,0.1156275579878874
2021-10-05,404.4430910647676,409.378304611359,403.64407944076936,407.1316223144531,90682500,0.010351279560293823,0.18930867084737066,0.1477888715345849,0.11729282551701174
2021-10-06,403.53117578451554,409.0304184562949,401.90492407695274,408.8236083984375,113032200,0.004147258196139707,0.19171698637105478,0.14916229683528764,0.11638530123449149
2021-10-07,412.10435369862415,415.197066176869,411.9257437150467,412.358154296875,72437500,0.008608490559823772,0.16076061521650153,0.15332790694088888,0.11572128839186345
2021-10-08,413.1289686595899,413.5143886692366,410.9762680936143,411.6060791015625,74557400,-0.001825504976268507,0.14986097762054743,0.15293118261532304,0.11557835470152426
2021-10-11,410.9481526531211,413.8622842543227,408.56044149355773,408.6262512207031,65233300,-0.007265846224478053,0.11646199314445538,0.152579360868088,0.11630588686753437
2021-10-12,409.5474922480039,409.951702812476,406.8307612007708,407.6203918457031,71181200,-0.0024645979072552937,0.09824806822462472,0.15209092511397468,0.11637130401134248
2021-10-13,408.6449718376633,409.9046225853422,405.6650597065649,409.0867919921875,72974000,0.003591009731064404,0.09692484346633863,0.15218456570475955,0.11638941991040064
2021-10-14,412.7530051375808,416.11836647826146,412.2829848477017,415.96795654296875,70236800,0.016680890863248535,0.14595769219408244,0.161013879033554,0.11988857621398924
2021-10-15,418.0830539008593,419.5025243769304,417.4626236667043,419.1358947753906,66260200,0.007586968790775065,0.1467530146713282,0.1632984235161662,0.11658323145967096
2021-10-18,417.34980775714325,420.71514033276804,416.69176789132155,420.3767395019531,62213200,0.0029561094842428474,0.11302537350057809,0.15958466171485522,0.11344854223392152
2021-10-19,422.00303260856737,423.6856846027925,421.39198327728565,423.6199035644531,46996800,0.00768529129090893,0.08696915863891651,0.14800543080144662,0.1133503113344441
2021-10-20,424.0805321054758,425.58460284430237,423.9677318204224,425.2837829589844,49571600,0.0039200713854255125,0.08601583402055928,0.14783321229454421,0.11350514639158303
2021-10-21,424.68209422675085,426.618575397613,424.2496836213109,426.3929748535156,41305400,0.002604726526760538,0.03966410333511998,0.14520289822687993,0.11190248033025676
2021-10-22,425.96055094238534,427.40822132656245,424.0052506620859,425.9511413574219,58845100,-0.0010367491891262182,0.049566143335181424,0.14039915028159058,0.11187720282269141
2021-10-25,427.04163242690424,428.5644935725112,425.26497065295007,428.2354736328125,45214500,0.005348568289393509,0.05161356227465213,0.1411788230533628,0.11181637087881137
2021-10-26,429.78654991386077,430.99918156529145,428.2448696453988,428.6208801269531,56075100,0.0008995825693311685,0.039761732200881056,0.1404023784429534,0.1117971558270811
2021-10-27,429.08152637361746,429.74894714064544,426.64679607068757,426.7220153808594,72438000,-0.004440015520190127,0.0587088531942396,0.11840970130241783,0.11202806369410975
2021-10-28,428.15085513172806,430.9145766067055,428.1414742340312,430.8393859863281,51437900,0.009602582945735077,0.08727037608866213,0.12114585348150884,0.11293262306395763
2021-10-29,428.5362813944523,432.0050333226642,428.2448711186631,431.713623046875,70162400,0.002027092481858356,0.08299419868824204,0.1085357289756373,0.11281053261889017
2021-11-01,432.7006898838901,433.07672908555327,430.72662751397496,432.456298828125,48433600,0.001718819286099704,0.07959305313716138,0.10401416064135516,0.11185339107786124
2021-11-02,432.62545072020157,434.51494135185385,432.4938312768331,434.2047119140625,48908400,0.0040348312344947795,0.08006828067968308,0.08688572640814389,0.11145011187186556
2021-11-03,433.6407005054024,437.25986241274643,433.19888029300824,436.85565185546875,52509800,0.006086715079736994,0.05170342155656626,0.08388909249614791,0.11140599524263639
2021-11-04,437.4572875076041,438.9989678887315,437.1094770695545,438.91436767578125,52847100,0.004701507397106393,0.02920033978576835,0.08397692639780024,0.11166134897550971
2021-11-05,441.1421640991866,442.4300148756388,438.92368249345276,440.4371337890625,66390600,0.003463387809955134,0.025522237521474173,0.0818054474103633,0.11172164380141411
2021-11-08,441.53708204527277,442.0353024166088,440.1270211428771,440.813232421875,50405200,0.0008535568779704508,0.0306257089874507,0.08026975949734624,0.1117205083922586
2021-11-09,441.1797903851195,441.4148004973564,437.9460489457193,439.3561096191406,51149100,-0.003311008607801223,0.058874004958013856,0.074709094262005,0.11200126099670805
2021-11-10,437.6640350330447,439.35612511347824,434.3363123816006,435.8215637207031,69429700,-0.008077365827230428,0.08321297425983248,0.08244063013796012,0.11333022763176143
2021-11-11,437.3161848802195,437.3914041770928,435.9437339337223,435.9625244140625,34848500,0.00032338441709664685,0.07096081937589258,0.08301324502466707,0.1133095683592358
2021-11-12,437.23166509516153,439.8073670755041,436.2822149398842,439.25274658203125,53466700,0.00751869346178976,0.09123366230268165,0.06889643867474297,0.11408911180784127
2021-11-15,440.5405763047511,440.7003671182999,438.2750753466251,439.4031066894531,46980500,0.000342250286798289,0.09081338884891349,0.06682018200851593,0.1131167343098468
2021-11-16,439.13992102624314,442.27965290510997,439.0647304076264,441.1422119140625,48857500,0.003950069233563649,0.09198570144452228,0.06704112196063831,0.11066560154081369
2021-11-17,440.8790082432791,441.0576182388675,439.4501569663317,440.0705871582031,47858300,-0.002432160053156637,0.061196295606838376,0.06594553283757483,0.11088664304801518
2021-11-18,441.10466818812347,441.82851785332514,438.37855602360526,441.5653076171875,50625600,0.0033907918222638505,0.05995177655391656,0.06575779325215116,0.11011029287848118
2021-11-19,441.45246699733707,442.7027371018379,440.40903566695056,440.7756652832031,57315600,-0.001789880712898678,0.04624152109702185,0.06682441708472686,0.10909332546339126
2021-11-22,442.6557009805207,445.1468026589416,439.3279494564215,439.5347595214844,72762000,-0.0028192477304890234,0.05273933485183589,0.06797911852425788,0.10931991910099137
2021-11-23,439.205682845372,440.9729634115955,436.6017812293338,440.1175231933594,73206500,0.001324986630704197,0.042918965911285765,0.06651832554543027,0.10929163763260022
2021-11-24,438.1152611459688,441.4148123907597,437.29743052339023,441.2926025390625,61858800,0.0026663638358176297,0.04345707375446768,0.06666462856073306,0.10851809257202855
2021-11-26,434.61831023205275,436.0847710795946,430.32231837166336,431.45037841796875,112669600,-0.022555647212375265,0.16293088861965704,0.10508368732926911,0.11694728515945903
2021-11-29,436.24460804442816,438.5852997432788,434.0449166850697,436.7428283691406,86268800,0.012192022392791253,0.2034971761885323,0.10823773628134634,0.11906347258826527
2021-11-30,434.29867461961885,436.20695552725533,428.0003923221103,428.24481201171875,148559600,-0.0196495056918355,0.24034867080609953,0.12884334301164763,0.12564219030155685
2021-12-01,433.9603783525568,436.80870036743414,423.29091126414494,423.4883117675781,131939200,-0.01116910815986698,0.23527895845889157,0.13383121171015838,0.12767602864112687
2021-12-02,423.70455398671464,431.54448996271947,423.309724271078,429.974609375,127637800,0.0152002443998931,0.28222371680355646,0.14430119558714188,0.1311179746387933
2021-12-03,431.63835599038356,432.70057752719526,422.0029420488812,426.2331237792969,137331600,-0.0087397234717965,0.24300509290146097,0.14495646847732524,0.13232962623199696
2021-12-06,428.78067779267633,433.1612699645703,426.36476682296546,431.28118896484375,98977500,0.011773852460465861,0.24143258546293273,0.15053048345061337,0.1341617595317031
2021-12-07,436.5642266881175,440.7662090115453,431.1495840464495,440.2021789550781,95484700,0.020473831033017132,0.22981059714396443,0.1672555940481839,0.14004534502495122
2021-12-08,440.5970473857132,441.81908870916527,438.83914733929845,441.36785888671875,72238800,0.0026445558741082674,0.18276638002149617,0.16748909342029575,0.13973746739059845
2021-12-09,440.07997042228766,441.4712407407317,438.19050845590453,438.3879089355469,61272600,-0.00677451960420127,0.19635209659999514,0.16879206066211572,0.13946786470301037
2021-12-10,441.0952372334483,442.66508888548304,438.53832579208637,442.5146789550781,77159800,0.009369481406931553,0.16216458235829365,0.16922871514807863,0.1404827633802182
2021-12-13,441.99763801115,442.3454484006168,438.3126666867193,438.5946960449219,87724700,-0.008897893687784153,0.19156153122091402,0.1724883813119005,0.14128887447377647
2021-12-14,435.3232868327573,437.81438804899386,432.65357565311547,435.57708740234375,97264100,-0.006903953400907572,0.12428824702447945,0.17210432877704104,0.14129057564076355
2021-12-15,435.63360291576834,442.6274781927471,433.11427244709614,442.3830871582031,116899300,0.015504430137526913,0.17745576803004495,0.18072703876264706,0.14432264812931678
2021-12-16,444.23494635106454,444.5169470262026,436.93081329963405,438.4819030761719,116568600,-0.008857678831589859,0.18332494879806385,0.1829199245562809,0.14405510301421634
2021-12-17,435.39999504107936,438.4092618245341,432.1077368438548,433.815185546875,135511600,-0.010699937243698556,0.17413674930875683,0.18635100315482683,0.14149924054760904
2021-12-20,428.73056845563246,429.5984279577143,425.5798060591172,429.2022399902344,107134800,-0.01069037391887689,0.17775908340401608,0.18884101276897552,0.14336627165308058
2021-12-21,432.6265442664553,436.9659280734673,430.456866757222,436.8244323730469,69806300,0.017603128054088122,0.23220412586754863,0.19990030584648372,0.14619774593633267
2021-12-22,436.56982361505607,441.3053962890187,436.37170080802724,441.19219970703125,58890200,0.009949249715540186,0.21218399049374567,0.20284816940149733,0.14559990970094525
2021-12-23,442.19206541682075,445.4371678906433,442.08831149730497,443.937255859375,56439700,0.006202629312276503,0.2016634131650418,0.20389631987721657,0.1459782337707677
2021-12-27,445.3146048868536,450.26715686699845,445.2674492405583,450.2200012207031,56808600,0.01405311808317371,0.17454002060307147,0.20922866120766395,0.14807232588555902
2021-12-28,450.65386765775884,451.6821081838997,449.0879146544429,449.8520202636719,47274600,-0.0008176700725050834,0.11333009951810859,0.1912295608666591,0.14149299530898363
2021-12-29,449.9557576958727,451.44622697948694,448.9558164118626,450.42742919921875,54503000,0.0012782897893377971,0.09694403070963398,0.1875951109389404,0.1414938975762246
2021-12-30,450.8519578886304,451.8613419081985,448.72002207295793,449.1822509765625,55329000,-0.0027682650493337495,0.1069327415221008,0.17212671359951023,0.13896288053433675
2021-12-31,448.6917271226337,449.84257807075835,447.77668316160356,448.05023193359375,65237400,-0.002523358583628981,0.11135203188743445,0.16612018328391395,0.13767655772186982
2022-01-03,449.31429199851436,450.77649102777576,447.0031187538817,450.6444091796875,72668200,0.005773227819046407,0.055835544269843135,0.16027833403438785,0.13474962442104169
